ORDER_ID,ORDER_DATE,CITY,VEHICLE_TYPE,DISTANCE_KM,DELIVERY_TIME_MIN,IS_ONTIME,DRIVER_RATING
ORD1028,26-03-2025,Pune,Van,3.9,71,Yes,3.7
ORD1029,14-03-2025,Delhi,Bike,54.7,39,No,3.7
ORD1030,09-03-2025,Chennai,Bike,22.8,57,Yes,3.1
ORD1031,10-03-2025,Hyderabad,Scooter,48.7,18,Yes,3.1
ORD1032,21-03-2025,Pune,Van,59.7,64,Yes,4.7
ORD1033,20-03-2025,Mumbai,Truck,7.1,109,No,3.4
ORD1034,17-03-2025,Hyderabad,Bike,48.4,72,Yes,4.2
ORD1035,20-03-2025,Bengaluru,Scooter,27.6,117,Yes,3.7
ORD1036,06-03-2025,Delhi,Bike,8.6,73,Yes,4.7
ORD1037,16-03-2025,Hyderabad,Scooter,45.2,66,No,4.7
ORD1038,16-03-2025,Chennai,Truck,52.4,104,Yes,4.4
ORD1039,01-03-2025,Hyderabad,Scooter,4.1,18,No,3
ORD1040,19-03-2025,Chennai,Truck,53.4,81,No,3.5
ORD1041,04-03-2025,Chennai,Scooter,25.6,78,No,3.5
ORD1042,25-03-2025,Hyderabad,Bike,21,62,Yes,4.6
ORD1043,18-03-2025,Chennai,Truck,3.3,25,No,4.3
ORD1044,20-03-2025,Delhi,Scooter,15.8,97,Yes,4.6
ORD1045,30-03-2025,Bengaluru,Scooter,33.7,16,Yes,3
ORD1046,20-03-2025,Mumbai,Van,3.3,20,Yes,4.5
ORD1047,20-03-2025,Hyderabad,Scooter,33.4,108,Yes,4.8
ORD1048,15-03-2025,Chennai,Bike,24.8,23,Yes,3.9
ORD1049,08-03-2025,Bengaluru,Truck,12,116,Yes,4.1
ORD1050,01-03-2025,Chennai,Van,20.1,60,No,4.4
ORD1051,02-03-2025,Bengaluru,Truck,41.4,88,Yes,4.5
ORD1052,10-03-2025,Hyderabad,Bike,9.6,19,No,3.4
ORD1053,26-03-2025,Chennai,Bike,4.5,105,No,3.9
ORD1054,01-03-2025,Pune,Bike,30.4,82,No,3.7
ORD1055,11-03-2025,Mumbai,Van,25.8,72,No,4.4
ORD1056,21-03-2025,Mumbai,Scooter,18.1,111,No,4.5
ORD1057,24-03-2025,Hyderabad,Bike,40,25,No,4.4
ORD1058,04-03-2025,Pune,Scooter,9.3,66,No,4.7
ORD1059,12-03-2025,Pune,Truck,5.3,108,Yes,4.8
ORD1060,19-03-2025,Chennai,Van,53.3,34,Yes,4.9
ORD1061,24-03-2025,Hyderabad,Bike,8.3,60,Yes,3.6
ORD1062,29-03-2025,Bengaluru,Van,9,55,No,3.1
ORD1063,03-03-2025,Pune,Truck,4.7,20,Yes,3.2
ORD1064,01-03-2025,Hyderabad,Scooter,57.5,28,Yes,3.4
ORD1065,01-03-2025,Mumbai,Bike,33.4,103,Yes,4.2
ORD1066,05-03-2025,Delhi,Van,20.8,58,No,4
ORD1067,22-03-2025,Chennai,Truck,17,117,Yes,5
ORD1068,06-03-2025,Pune,Bike,39.8,117,No,3.7
ORD1069,07-03-2025,Delhi,Truck,33.1,18,No,4.9
ORD1070,09-03-2025,Mumbai,Van,21.9,98,Yes,3.2
ORD1071,21-03-2025,Delhi,Scooter,8.7,118,No,4.2
ORD1072,18-03-2025,Pune,Truck,11.5,100,Yes,3.8
ORD1073,16-03-2025,Bengaluru,Scooter,30.5,14,Yes,3.4
ORD1074,05-03-2025,Delhi,Bike,39.5,12,Yes,4
ORD1075,10-03-2025,Hyderabad,Scooter,55.9,105,Yes,3.1
ORD1076,11-03-2025,Mumbai,Scooter,26.9,106,Yes,3.7
ORD1077,27-03-2025,Chennai,Scooter,5,55,Yes,3.7
ORD1078,25-03-2025,Mumbai,Scooter,12.5,16,Yes,4.2
ORD1079,02-03-2025,Pune,Scooter,23.2,16,No,4.5
ORD1080,02-03-2025,Hyderabad,Scooter,15.8,25,No,3.2
ORD1081,08-03-2025,Mumbai,Van,19.2,15,Yes,4.1
ORD1082,10-03-2025,Delhi,Van,31.4,81,No,3.5
ORD1083,26-03-2025,Delhi,Scooter,48.6,72,No,4.9
ORD1084,04-03-2025,Bengaluru,Truck,2.1,93,Yes,3
ORD1085,07-03-2025,Hyderabad,Van,39.3,93,Yes,4.5
ORD1086,24-03-2025,Hyderabad,Truck,31,22,Yes,4.1
ORD1087,12-03-2025,Chennai,Van,8.6,59,Yes,4.8
ORD1088,15-03-2025,Chennai,Bike,15.8,104,Yes,3.4
ORD1089,19-03-2025,Chennai,Scooter,42.7,12,No,4.1
ORD1090,28-03-2025,Pune,Bike,53.9,78,No,3.7
ORD1091,01-03-2025,Hyderabad,Bike,54.3,18,Yes,3.1
ORD1092,15-03-2025,Bengaluru,Scooter,22.7,93,No,4.2
ORD1093,04-03-2025,Chennai,Bike,36.7,26,No,3.2
ORD1094,22-03-2025,Delhi,Van,25.4,108,Yes,4.6
ORD1095,13-03-2025,Chennai,Bike,27,67,No,4.2
ORD1096,26-03-2025,Chennai,Scooter,12.2,99,Yes,3.9
ORD1097,11-03-2025,Hyderabad,Van,33.8,118,Yes,4.8
ORD1098,21-03-2025,Mumbai,Van,17,32,No,3.4
ORD1099,12-03-2025,Mumbai,Van,43.8,89,Yes,3.3
ORD1100,05-03-2025,Delhi,Van,58.3,38,Yes,3.9
ORD1101,07-03-2025,Pune,Truck,18.3,54,Yes,3.3
ORD1102,05-03-2025,Chennai,Bike,32.6,59,No,4.1
ORD1103,16-03-2025,Delhi,Truck,43.6,101,No,4.4
ORD1104,21-03-2025,Pune,Truck,43.9,18,No,4.7
ORD1105,04-03-2025,Delhi,Van,39.9,43,No,3.5
ORD1106,13-03-2025,Chennai,Bike,17.4,11,No,4.3
ORD1107,05-03-2025,Delhi,Truck,34.2,72,No,3.4
ORD1108,21-03-2025,Delhi,Van,43.5,38,Yes,5
ORD1109,09-03-2025,Bengaluru,Bike,31,32,Yes,3.9
ORD1110,15-03-2025,Delhi,Truck,54.7,101,No,4.1
ORD1111,16-03-2025,Mumbai,Bike,45.5,73,No,3
ORD1112,21-03-2025,Pune,Scooter,56,100,Yes,3.9
ORD1113,04-03-2025,Pune,Van,34.8,73,Yes,3.5
ORD1114,27-03-2025,Bengaluru,Bike,6.3,47,No,3.2
ORD1115,24-03-2025,Hyderabad,Bike,53.4,95,Yes,3.7
ORD1116,16-03-2025,Chennai,Truck,52.2,69,Yes,3.6
ORD1117,14-03-2025,Hyderabad,Bike,14,28,Yes,3.7
ORD1118,22-03-2025,Chennai,Truck,15.2,78,Yes,4
ORD1119,22-03-2025,Bengaluru,Truck,34.1,80,No,3.8
ORD1120,17-03-2025,Hyderabad,Bike,5,26,Yes,3.8
ORD1121,18-03-2025,Mumbai,Scooter,8.9,59,No,3.5
ORD1122,06-03-2025,Delhi,Truck,21.9,77,No,3.3
ORD1123,10-03-2025,Chennai,Bike,32.6,20,No,3.6
ORD1124,04-03-2025,Hyderabad,Bike,57,89,Yes,3.9
ORD1125,01-03-2025,Chennai,Truck,36.7,49,No,4.3
ORD1126,06-03-2025,Pune,Van,7.2,64,Yes,4.3
ORD1127,01-03-2025,Delhi,Van,36.6,40,No,3.5
ORD1128,18-03-2025,Bengaluru,Scooter,36.9,86,Yes,3.7
ORD1129,19-03-2025,Bengaluru,Bike,54.1,51,Yes,3.5
ORD1130,05-03-2025,Mumbai,Bike,16.9,71,Yes,4.2
ORD1131,03-03-2025,Mumbai,Scooter,32.7,108,No,4.7
ORD1132,17-03-2025,Bengaluru,Truck,19.1,46,No,4.9
ORD1133,30-03-2025,Chennai,Scooter,12.3,88,No,4.6
ORD1134,04-03-2025,Pune,Truck,43.8,111,No,4.4
ORD1135,03-03-2025,Chennai,Truck,44.7,41,Yes,3.3
ORD1136,11-03-2025,Chennai,Scooter,50,82,Yes,4.3
ORD1137,14-03-2025,Chennai,Van,15.5,85,No,5
ORD1138,17-03-2025,Delhi,Scooter,32.2,45,Yes,4.5
ORD1139,08-03-2025,Bengaluru,Van,28.1,89,Yes,4.6
ORD1140,22-03-2025,Hyderabad,Scooter,51.5,26,No,4.1
ORD1141,10-03-2025,Bengaluru,Scooter,37.5,18,No,4.9
ORD1142,01-03-2025,Mumbai,Bike,22,25,Yes,5
ORD1143,11-03-2025,Pune,Truck,56.8,97,No,4.9
ORD1144,19-03-2025,Chennai,Truck,33.1,65,No,4.7
ORD1145,12-03-2025,Pune,Van,50.3,62,No,4.3
ORD1146,27-03-2025,Pune,Truck,10.3,69,No,3.5
ORD1147,24-03-2025,Bengaluru,Bike,21.9,35,No,3.4
ORD1148,28-03-2025,Chennai,Van,44.6,54,No,4.7
ORD1149,03-03-2025,Pune,Truck,34.7,93,Yes,3.6
ORD1150,26-03-2025,Chennai,Truck,58.4,92,Yes,4.4
ORD1151,03-03-2025,Delhi,Truck,6.1,33,Yes,3.1
ORD1152,04-03-2025,Delhi,Scooter,2.6,39,No,4.8
ORD1153,28-03-2025,Chennai,Bike,57.4,69,Yes,4.9
ORD1154,04-03-2025,Bengaluru,Truck,20.7,81,No,4.7
ORD1155,19-03-2025,Pune,Van,7.1,29,Yes,4.1
ORD1156,15-03-2025,Hyderabad,Van,8.9,79,No,4.4
ORD1157,04-03-2025,Delhi,Van,51.7,15,Yes,4
ORD1158,21-03-2025,Hyderabad,Truck,27.6,52,No,4.3
ORD1159,18-03-2025,Hyderabad,Truck,19.3,54,Yes,3.8
ORD1160,19-03-2025,Chennai,Scooter,22.3,12,Yes,4.9
ORD1161,28-03-2025,Delhi,Van,51.5,53,Yes,3.7
ORD1162,15-03-2025,Chennai,Bike,27.3,25,Yes,3.9
ORD1163,10-03-2025,Delhi,Bike,28.4,111,No,4.2
ORD1164,27-03-2025,Mumbai,Scooter,3.9,63,No,3.2
ORD1165,02-03-2025,Bengaluru,Scooter,18.5,18,Yes,4.5
ORD1166,05-03-2025,Pune,Bike,18.8,66,No,3.3
ORD1167,11-03-2025,Mumbai,Truck,39.7,94,No,4.4
ORD1168,23-03-2025,Pune,Bike,55.6,86,Yes,3.3
ORD1169,12-03-2025,Bengaluru,Scooter,44.5,74,Yes,4.4
ORD1170,09-03-2025,Bengaluru,Bike,46.3,95,Yes,4.3
ORD1171,12-03-2025,Bengaluru,Bike,26.4,106,No,3.8
ORD1172,03-03-2025,Delhi,Van,16.1,12,Yes,3.6
ORD1173,20-03-2025,Delhi,Scooter,17.5,15,Yes,4.8
ORD1174,17-03-2025,Bengaluru,Scooter,19.2,41,No,4.4
ORD1175,01-03-2025,Mumbai,Bike,46.2,86,No,4
ORD1176,23-03-2025,Hyderabad,Truck,26,97,No,3.2
ORD1177,01-03-2025,Pune,Scooter,34.5,23,No,4.7
ORD1178,07-03-2025,Bengaluru,Truck,53.8,98,Yes,3.2
ORD1179,20-03-2025,Hyderabad,Truck,18.6,83,No,3
ORD1180,15-03-2025,Pune,Truck,57.6,63,Yes,4.6
ORD1181,11-03-2025,Mumbai,Bike,57.9,57,No,3.1
ORD1182,20-03-2025,Hyderabad,Van,27,21,No,4.6
ORD1183,25-03-2025,Delhi,Scooter,7.5,66,No,4.2
ORD1184,29-03-2025,Mumbai,Scooter,31.3,96,No,3.2
ORD1185,09-03-2025,Delhi,Truck,27.1,40,Yes,3.5
ORD1186,14-03-2025,Hyderabad,Van,27.3,84,No,4.7
ORD1187,25-03-2025,Chennai,Scooter,7.5,45,Yes,3.7
ORD1188,30-03-2025,Mumbai,Bike,47.3,96,No,4
ORD1189,03-03-2025,Pune,Scooter,45.7,118,No,4.9
ORD1190,04-03-2025,Chennai,Van,24,116,No,3.4
ORD1191,03-03-2025,Bengaluru,Scooter,4.7,30,Yes,4.4
ORD1192,12-03-2025,Chennai,Bike,29.3,61,No,4.2
ORD1193,14-03-2025,Delhi,Bike,2.5,73,Yes,3.5
ORD1194,17-03-2025,Delhi,Truck,14.6,42,Yes,4.9
ORD1195,09-03-2025,Hyderabad,Van,44.3,70,Yes,4.2
ORD1196,09-03-2025,Hyderabad,Truck,31.8,100,Yes,4.8
ORD1197,20-03-2025,Bengaluru,Van,55.3,36,No,3.6
ORD1198,09-03-2025,Delhi,Van,12.7,55,No,4.3
ORD1199,27-03-2025,Mumbai,Truck,31.3,82,Yes,3.1
ORD1200,03-03-2025,Pune,Truck,51.9,90,No,4.3
ORD1201,25-03-2025,Pune,Bike,56.4,24,Yes,4.3
ORD1202,21-03-2025,Bengaluru,Scooter,5.9,79,No,4.2
ORD1203,04-03-2025,Chennai,Van,50.3,55,No,4
ORD1204,13-03-2025,Mumbai,Truck,38.3,83,No,3.5
ORD1205,30-03-2025,Bengaluru,Bike,20.1,24,No,4.3
ORD1206,15-03-2025,Chennai,Scooter,4,101,Yes,4.3
ORD1207,01-03-2025,Mumbai,Scooter,35.9,93,No,4.5
ORD1208,05-03-2025,Hyderabad,Scooter,6.5,56,No,4.6
ORD1209,04-03-2025,Delhi,Van,40.1,60,Yes,3.2
ORD1210,14-03-2025,Chennai,Van,53.2,104,Yes,3.9
ORD1211,12-03-2025,Delhi,Bike,59.8,83,No,3.5
ORD1212,29-03-2025,Chennai,Van,8.1,45,No,4.9
ORD1213,23-03-2025,Delhi,Bike,20,19,Yes,4.5
ORD1214,14-03-2025,Pune,Bike,51.7,85,No,4.4
ORD1215,26-03-2025,Chennai,Van,52.4,112,No,4.4
ORD1216,14-03-2025,Delhi,Bike,19,89,No,3.8
ORD1217,12-03-2025,Pune,Van,47.6,67,Yes,3.9
ORD1218,25-03-2025,Hyderabad,Van,38.5,54,Yes,3.6
ORD1219,17-03-2025,Delhi,Van,24.6,52,No,3.9
ORD1220,25-03-2025,Pune,Truck,18.4,88,Yes,4.4
ORD1221,30-03-2025,Chennai,Truck,14.7,23,Yes,4.6
ORD1222,22-03-2025,Pune,Scooter,36.2,73,Yes,3.7
ORD1223,15-03-2025,Pune,Van,15.4,99,No,4.4
ORD1224,26-03-2025,Delhi,Van,33.5,96,Yes,4.5
ORD1225,17-03-2025,Delhi,Truck,4.1,94,No,4.1
ORD1226,29-03-2025,Bengaluru,Truck,58.2,100,Yes,4.4
ORD1227,26-03-2025,Chennai,Truck,2.1,104,Yes,3.9
ORD1228,23-03-2025,Pune,Scooter,7.3,41,Yes,3.3
ORD1229,22-03-2025,Delhi,Truck,57,63,Yes,3
ORD1230,30-03-2025,Chennai,Van,51.5,57,No,3.7
ORD1231,20-03-2025,Bengaluru,Van,33.2,106,No,4.7
ORD1232,02-03-2025,Chennai,Scooter,38.6,17,Yes,4.9
ORD1233,09-03-2025,Chennai,Truck,55.3,53,No,3.8
ORD1234,01-03-2025,Chennai,Bike,50.1,101,No,3.7
ORD1235,05-03-2025,Mumbai,Van,37.6,44,Yes,3.6
ORD1236,28-03-2025,Delhi,Bike,8.2,83,Yes,3.1
ORD1237,28-03-2025,Mumbai,Scooter,55.8,103,No,4.2
ORD1238,26-03-2025,Delhi,Van,8.9,29,No,3.9
ORD1239,07-03-2025,Delhi,Bike,11.4,72,Yes,5
ORD1240,22-03-2025,Bengaluru,Truck,21.9,35,Yes,4.2
ORD1241,14-03-2025,Mumbai,Truck,2.5,39,No,3.2
ORD1242,08-03-2025,Mumbai,Scooter,39.8,62,No,3.6
ORD1243,25-03-2025,Hyderabad,Van,11.1,54,Yes,3.9
ORD1244,25-03-2025,Bengaluru,Scooter,37.7,63,Yes,3.5
ORD1245,16-03-2025,Pune,Bike,33.6,53,No,4.5
ORD1246,10-03-2025,Delhi,Truck,16.7,28,No,3.7
ORD1247,19-03-2025,Delhi,Truck,9.4,35,No,3.6
ORD1248,09-03-2025,Hyderabad,Scooter,49.1,105,Yes,4.3
ORD1249,23-03-2025,Delhi,Truck,24.1,113,No,4.6
ORD1250,16-03-2025,Mumbai,Bike,15.8,31,Yes,3.1
ORD1251,12-03-2025,Pune,Van,40.1,76,No,3.3
ORD1252,07-03-2025,Hyderabad,Truck,34.5,35,No,5
ORD1253,16-03-2025,Hyderabad,Van,25.1,75,Yes,3.9
ORD1254,30-03-2025,Delhi,Van,52.5,108,Yes,4.4
ORD1255,26-03-2025,Delhi,Truck,43.5,94,No,3.3
ORD1256,02-03-2025,Hyderabad,Van,19.2,117,No,3.6
ORD1257,23-03-2025,Pune,Van,11.6,119,No,4.7
ORD1258,13-03-2025,Mumbai,Van,35.7,80,Yes,4
ORD1259,25-03-2025,Delhi,Scooter,26.6,92,No,3.5
ORD1260,30-03-2025,Delhi,Truck,55.1,25,Yes,3.7
ORD1261,25-03-2025,Hyderabad,Bike,45.9,98,Yes,3.7
ORD1262,04-03-2025,Bengaluru,Scooter,59.5,68,Yes,5
ORD1263,19-03-2025,Pune,Scooter,35.3,68,Yes,5
ORD1264,16-03-2025,Mumbai,Van,10.6,62,Yes,3.4
ORD1265,04-03-2025,Delhi,Scooter,41,104,No,3.9
ORD1266,11-03-2025,Pune,Truck,24.3,11,No,3.5
ORD1267,13-03-2025,Delhi,Truck,35.6,84,No,3.4
ORD1268,07-03-2025,Bengaluru,Truck,35.6,113,Yes,3.5
ORD1269,04-03-2025,Delhi,Van,10.7,23,Yes,3.2
ORD1270,23-03-2025,Chennai,Van,46.9,39,No,3.9
ORD1271,30-03-2025,Pune,Van,51.4,54,Yes,4.2
ORD1272,06-03-2025,Hyderabad,Truck,58,33,Yes,3.3
ORD1273,24-03-2025,Delhi,Truck,18.2,79,No,4.4
ORD1274,12-03-2025,Pune,Truck,37.6,76,Yes,3.3
ORD1275,01-03-2025,Chennai,Van,26.7,92,Yes,4
ORD1276,12-03-2025,Delhi,Truck,55.3,106,No,4.5
ORD1277,09-03-2025,Hyderabad,Scooter,49.9,99,Yes,4
ORD1278,21-03-2025,Chennai,Truck,34.1,79,No,4.1
ORD1279,11-03-2025,Chennai,Bike,37,25,No,4.3
ORD1280,23-03-2025,Hyderabad,Bike,14,112,No,4.2
ORD1281,12-03-2025,Bengaluru,Van,27.2,48,Yes,3.5
ORD1282,06-03-2025,Bengaluru,Scooter,29.3,61,No,3.9
ORD1283,30-03-2025,Hyderabad,Van,11.5,26,Yes,4.1
ORD1284,29-03-2025,Delhi,Bike,9.8,83,No,4.6
ORD1285,16-03-2025,Mumbai,Van,29.2,41,No,5
ORD1286,09-03-2025,Delhi,Truck,57.9,116,No,4.8
ORD1287,03-03-2025,Chennai,Scooter,22.4,119,Yes,3.6
ORD1288,28-03-2025,Mumbai,Truck,59.2,97,No,4.4
ORD1289,20-03-2025,Chennai,Truck,38.1,82,Yes,3.2
ORD1290,26-03-2025,Chennai,Truck,33.3,109,Yes,4.3
ORD1291,24-03-2025,Hyderabad,Scooter,50.9,34,No,4.8
ORD1292,22-03-2025,Pune,Scooter,34.4,73,No,3.3
ORD1293,20-03-2025,Bengaluru,Truck,3.5,103,No,4.5
ORD1294,15-03-2025,Bengaluru,Scooter,36.9,19,Yes,3.4
ORD1295,21-03-2025,Bengaluru,Bike,10.5,13,No,3.3
ORD1296,22-03-2025,Bengaluru,Van,9.6,20,Yes,4.4
ORD1297,30-03-2025,Mumbai,Truck,39.5,85,No,4.1
ORD1298,04-03-2025,Bengaluru,Truck,11.3,84,No,3.4
ORD1299,04-03-2025,Hyderabad,Scooter,11.4,47,No,4.9
ORD1300,08-03-2025,Delhi,Scooter,34.7,27,No,3.9
ORD1301,10-03-2025,Chennai,Scooter,15.8,104,No,3.1
ORD1302,10-03-2025,Delhi,Scooter,5.6,105,Yes,3.2
ORD1303,10-03-2025,Mumbai,Truck,54.8,107,Yes,3.1
ORD1304,24-03-2025,Hyderabad,Scooter,33.8,112,No,3.3
ORD1305,04-03-2025,Chennai,Truck,19.7,104,Yes,3.3
ORD1306,15-03-2025,Mumbai,Scooter,3.4,116,Yes,3
ORD1307,27-03-2025,Pune,Scooter,50.2,98,Yes,3.9
ORD1308,19-03-2025,Hyderabad,Van,53,76,No,3.3
ORD1309,13-03-2025,Chennai,Van,38.4,78,Yes,5
ORD1310,04-03-2025,Bengaluru,Scooter,23.4,96,No,3.3
ORD1311,10-03-2025,Chennai,Truck,33.4,114,No,4
ORD1312,11-03-2025,Mumbai,Bike,10,92,No,4.3
ORD1313,28-03-2025,Mumbai,Truck,32.3,45,Yes,4.4
ORD1314,14-03-2025,Pune,Van,8.6,39,Yes,3.7
ORD1315,08-03-2025,Chennai,Scooter,2.2,67,Yes,4.1
ORD1316,08-03-2025,Hyderabad,Van,35.3,44,No,4.1
ORD1317,30-03-2025,Hyderabad,Truck,28.7,94,No,4.8
ORD1318,22-03-2025,Bengaluru,Van,14.8,108,No,3.2
ORD1319,02-03-2025,Mumbai,Van,54.3,96,No,4.1
ORD1320,13-03-2025,Bengaluru,Scooter,29.7,26,No,3.6
ORD1321,03-03-2025,Bengaluru,Scooter,41.7,113,No,3.8
ORD1322,03-03-2025,Hyderabad,Van,3.8,67,No,3.4
ORD1323,25-03-2025,Pune,Bike,19.4,60,No,4.1
ORD1324,02-03-2025,Bengaluru,Truck,6.7,48,No,4.7
ORD1325,06-03-2025,Delhi,Truck,19.4,108,Yes,3.2
ORD1326,09-03-2025,Bengaluru,Scooter,35.5,65,No,3.3
ORD1327,05-03-2025,Bengaluru,Scooter,31.4,36,Yes,4.7
ORD1328,01-03-2025,Pune,Van,56,108,No,4
ORD1329,12-03-2025,Mumbai,Scooter,54.8,106,No,4
ORD1330,03-03-2025,Chennai,Bike,12.9,35,No,4.9
ORD1331,06-03-2025,Bengaluru,Bike,26.3,42,Yes,3.6
ORD1332,22-03-2025,Bengaluru,Bike,54,54,No,3.5
ORD1333,17-03-2025,Chennai,Scooter,55.2,118,No,4.3
ORD1334,09-03-2025,Mumbai,Truck,32.9,10,No,4.6
ORD1335,30-03-2025,Pune,Scooter,57.6,99,Yes,3.5
ORD1336,02-03-2025,Pune,Truck,28.7,96,Yes,4.4
ORD1337,18-03-2025,Pune,Bike,57.6,58,No,5
ORD1338,17-03-2025,Mumbai,Truck,53.5,39,No,3.3
ORD1339,04-03-2025,Pune,Bike,18.3,46,No,3.2
ORD1340,25-03-2025,Delhi,Truck,5.8,101,Yes,3.6
ORD1341,28-03-2025,Hyderabad,Bike,13,38,Yes,5
ORD1342,09-03-2025,Mumbai,Scooter,25.1,26,No,3.1
ORD1343,21-03-2025,Mumbai,Scooter,24.4,18,Yes,4.3
ORD1344,05-03-2025,Delhi,Scooter,41.1,90,Yes,4.4
ORD1345,17-03-2025,Chennai,Truck,25.3,44,Yes,3.1
ORD1346,26-03-2025,Pune,Truck,20.3,110,Yes,4.5
ORD1347,04-03-2025,Mumbai,Scooter,10.5,56,No,3.6
ORD1348,08-03-2025,Mumbai,Scooter,54.5,42,Yes,4.9
ORD1349,29-03-2025,Bengaluru,Truck,23.2,70,Yes,4.7
ORD1350,04-03-2025,Hyderabad,Van,12.3,96,No,4.9
ORD1351,19-03-2025,Chennai,Scooter,33.4,31,No,4.7
ORD1352,30-03-2025,Bengaluru,Bike,15.2,53,Yes,3.9
ORD1353,18-03-2025,Hyderabad,Bike,57.6,106,Yes,3.7
ORD1354,02-03-2025,Chennai,Bike,8.1,52,No,4.1
ORD1355,19-03-2025,Pune,Scooter,31.1,105,No,4.7
ORD1356,18-03-2025,Hyderabad,Van,35.2,112,Yes,4.5
ORD1357,30-03-2025,Chennai,Truck,17.5,119,Yes,3.2
ORD1358,21-03-2025,Mumbai,Truck,43.8,75,Yes,3.7
ORD1359,30-03-2025,Chennai,Van,56,56,No,3.4
ORD1360,03-03-2025,Pune,Truck,17,76,Yes,3.6
ORD1361,06-03-2025,Delhi,Bike,35.9,37,Yes,4.5
ORD1362,06-03-2025,Pune,Van,36.5,83,No,4.2
ORD1363,13-03-2025,Pune,Van,37.5,59,Yes,3.7
ORD1364,13-03-2025,Bengaluru,Bike,42.4,102,No,4.2
ORD1365,22-03-2025,Delhi,Truck,2.5,31,No,4.7
ORD1366,30-03-2025,Pune,Van,12.3,110,No,3.5
ORD1367,03-03-2025,Hyderabad,Truck,29.7,28,No,3.9
ORD1368,16-03-2025,Pune,Scooter,18.1,112,Yes,4.2
ORD1369,28-03-2025,Hyderabad,Bike,44.4,112,Yes,3.4
ORD1370,22-03-2025,Delhi,Bike,9.6,86,Yes,3.7
ORD1371,08-03-2025,Chennai,Truck,30.9,91,No,4.6
ORD1372,08-03-2025,Bengaluru,Scooter,38,44,Yes,4.9
ORD1373,12-03-2025,Pune,Bike,13.5,110,Yes,4.3
ORD1374,23-03-2025,Mumbai,Scooter,48.9,109,No,3.4
ORD1375,18-03-2025,Bengaluru,Scooter,56.4,60,Yes,4.8
ORD1376,07-03-2025,Bengaluru,Van,46.2,34,No,4.2
ORD1377,08-03-2025,Chennai,Van,29,38,Yes,4.4
ORD1378,19-03-2025,Pune,Van,38.9,114,Yes,3.4
ORD1379,29-03-2025,Hyderabad,Bike,49.5,34,Yes,3
ORD1380,12-03-2025,Chennai,Van,14.3,108,Yes,3.7
ORD1381,20-03-2025,Chennai,Truck,45.5,113,No,3.3
ORD1382,18-03-2025,Mumbai,Truck,23.3,38,No,3.9
ORD1383,10-03-2025,Hyderabad,Scooter,19.9,104,No,4.2
ORD1384,30-03-2025,Pune,Scooter,36.4,33,Yes,3.6
ORD1385,15-03-2025,Hyderabad,Scooter,50.4,79,Yes,3.4
ORD1386,22-03-2025,Mumbai,Bike,16.9,79,No,3.2
ORD1387,10-03-2025,Bengaluru,Truck,20.6,43,Yes,4.3
ORD1388,26-03-2025,Hyderabad,Bike,51.9,44,No,3.8
ORD1389,19-03-2025,Delhi,Bike,6.1,109,No,4.3
ORD1390,01-03-2025,Delhi,Scooter,22.4,59,Yes,5
ORD1391,28-03-2025,Delhi,Van,58.8,62,Yes,3.7
ORD1392,10-03-2025,Bengaluru,Scooter,20.7,62,No,4.2
